text,perspective_score,flair_score,textblob_score,vader_score,detoxify_original_score,detoxify_unbiased_score,detoxify_multilingual_score,has_swearing
"text, where do you currently live now? i live in dc",0.06252546,0.999716110881814,0.4019138755980861,0.0,0.0011087033199146,0.0012188218533992,0.0005759408231824,False
"oh, okay in southeast",0.037194733,0.9961541295271148,0.2105263157894737,0.0,0.0006765520665794,0.0004416522569954,0.0003837010881397,False
what's changed around your neighborhoods? what's is what y'all is? your neighborhood changed from when you grew up,0.062125895,0.7735973999869813,0.4736842105263158,0.0,0.0073312581516802,0.0027101275045424,0.0008400040678679,False
from when you grew up,0.1473238,0.0056242830495813,0.4736842105263158,0.0,0.095319963991642,0.0032619379926472,0.0011321327183395,False
your neighborhood,0.058130227,0.0018193343361995,0.4736842105263158,0.0,0.0026047406718134,0.0010044703958556,0.0007827645749785,False
"has it changed? yeah, a lot has changed",0.043375164,0.9997744683509384,0.4736842105263158,0.0,0.0007190274773165,0.0003882459714077,0.0005645218770951,False
"you know, lot of people either locked up or dead",0.1689685,0.997651693058072,0.5789473684210527,0.323,0.0259977262467145,0.062921293079853,0.0258938781917095,False
"a lot of people you grew up with, some passed",0.06931809,0.0069562520460879,0.4736842105263158,0.0,0.000935899792239,0.0003477062564343,0.0008074908982962,False
some get killed or some just die from natural causes,0.22990009,0.9992401309114805,0.5000000000000001,0.469,0.7892965078353882,0.1393872648477554,0.0812931358814239,False
"is that the norm? yeah, that's the normal for dc, especially southeast",0.056931525,0.0163366340174807,0.4342105263157895,0.0,0.0007300429861061,0.0004081207734998,0.0005659479647874,False
what's wrong with southeast southeast is known f for being,0.1539292,0.9979710496881362,0.7368421052631579,0.256,0.0008908325689844,0.0137691218405961,0.0153761524707078,False
how would i put this overly violent? we're a lot of violence around here,0.22987647,0.9983074247629756,0.8947368421052633,0.4,0.0587840899825096,0.0903931781649589,0.0145988883450627,False
"i would say, as far as shooting killings and stuff going on like that, it's been like that for years, but you know that's how it been in southeast, is it? how did that does that? like? how does that translate? like what traits that you learned from growing up around your neighborhood? and it's carried you over now that you would never that you would pass on to your kids, or you'll p",0.20522906,0.0079903535520802,0.4210526315789474,0.033,0.0371710360050201,0.0504032149910926,0.031366866081953,False
you know what i mean,0.058130227,0.01139359543765,0.638157894736842,0.0,0.0012561973417177,0.000561204040423,0.0014009184669703,False
the memory i have would to be always keep your grass cut so you can see the snakes coming,0.25676212,0.9141465360222356,0.4736842105263158,0.104,0.0479884184896945,0.015196711756289,0.0093585466966032,False
"okay, awesome, so if you had to say something about to the kids, like if it was a little kid, you know listening right now",0.12180476,0.0166302692502752,0.2633928571428572,0.0,0.0010236562229692,0.0006442929152399,0.0010404988424852,False
what would you? what advice would you give that child? s,0.029125832,0.9805875577822396,0.4736842105263158,0.0,0.0106902476400136,0.009290755726397,0.0045719626359641,False
stay in school,0.0471521,0.0030896375494488,0.4736842105263158,0.0,0.1395099312067031,0.0012763409176841,0.0006810168852098,False
"you know, stay hard at your work and try to get the best education you can get",0.07850813,0.8871676813355527,0.287280701754386,0.068,0.0106477430090308,0.0090512856841087,0.0020474828779697,False
"speaking of education, how did you go to college? did you? i mean, i got accepted to go to college, but didn't go because of just stupid reasons",0.5851118,0.999629975495824,0.7664473684210525,0.153,0.3303622603416443,0.9803948402404784,0.9788397550582886,True
"but yeah, i didn't no, i didn't attend any college classes",0.031014297,0.960962191274682,0.4736842105263158,0.0,0.0008819211507216,0.0006463625468313,0.0003798007091972,False
"if if you don't mind, what do you mean stupid reasons? um, you know, i felt like i didn't",0.46292964,0.9993416454874952,0.7664473684210525,0.148,0.3213867545127868,0.9847750067710876,0.9637634754180908,True
i didn't wanna do college or i didn't have the right stuff to go to college,0.067320265,0.8161775488146221,0.3233082706766917,0.0,0.0030169310048222,0.0009129138197749,0.0014308834215626,False
it was just all some stupid stuff and all along you did,0.6662635,0.9989284340717968,0.894736842105263,0.236,0.8435941338539124,0.99356609582901,0.9627054333686828,True
"yeah, all along you was good",0.039254878,0.0048373811599915,0.1052631578947368,0.0,0.0006508242804557,0.0004137599898967,0.0032703392207622,False
just just being just being stupidity,0.6955873,0.9999561871912092,0.7894736842105263,0.367,0.8896756768226624,0.9858990907669068,0.9747745990753174,False
you know how we were at a young age,0.02809576,0.0068834691351578,0.4210526315789474,0.0,0.0006760113174095,0.0005602182354778,0.0007398828165605,False
"mmhm, didn't wanna listen to nobody and thought we knew everything",0.062125895,0.9978559740046384,0.4736842105263158,0.0,0.0034427125938236,0.001815197058022,0.0007401581387966,False
man,0.032387726,0.0127551008243007,0.4736842105263158,0.0,0.0022194350603967,0.0088125541806221,0.0106992274522781,False
we've all been there,0.022945397,0.0022596083576002,0.4736842105263158,0.0,0.0006215228349901,0.0003510150418151,0.00051639333833,False
like if we could all go back in time,0.02637897,0.023889574792816,0.4736842105263158,0.0,0.0007587293512187,0.003300264943391,0.0004089740687049,False
"yeah, that'd be it",0.028610796,0.0069338389629514,0.4736842105263158,0.0,0.0009802440181374,0.0005446665454655,0.0004580818349495,False
"well, but um, let me aks you",0.1414913,0.9037001913934236,0.4736842105263158,0.0,0.0758190751075744,0.0886550843715667,0.2382817566394806,False
this is,0.030327583,0.0199926489856053,0.4736842105263158,0.0,0.0025696041993796,0.0004171926702838,0.0007732412195764,False
um,0.012811388,0.2300302111670087,0.4736842105263158,0.0,0.0011565451277419,0.0034721060656011,0.0014047900913283,False
i know you,0.024833864,0.0023520027162749,0.4736842105263158,0.0,0.001619828515686,0.0004706603649538,0.0004630297480616,False
"uh, just looking at how you dress",0.13745339,0.8372470689528965,0.4736842105263158,0.0,0.0021002364810556,0.001996326027438,0.0019030864350497,False
you're a sports fan,0.03736641,0.000683450012506,0.4736842105263158,0.0,0.0019759489223361,0.001079935580492,0.01371680945158,False
who is your favorite teams? i'm a home team native,0.03839648,0.0002964666728183,0.2105263157894737,0.0,0.0008892568876035,0.000501437112689,0.00049794674851,False
"i like washington redskins, washington wizards",0.1423886,0.0309634061114755,0.4736842105263158,0.0,0.0008546488825231,0.0004321628366596,0.0006051617092452,False
i like the nationals,0.0669207,0.0073707152563234,0.4736842105263158,0.0,0.0008856913191266,0.000476893474115,0.0005469506722874,False
i like the capitals,0.045091953,0.0034920596884247,0.4736842105263158,0.0,0.0009697334608063,0.0004375679418444,0.000402511737775,False
i like dc,0.044748597,0.0023455053065358,0.4736842105263158,0.0,0.0012419014237821,0.0012207650579512,0.0004913985612802,False
united,0.020824814,0.0005448882791258,0.4736842105263158,0.0,0.0014027721481397,0.0007489388226531,0.0006341369007714,False
"i mean, we could go on and more",0.026035614,0.0049367796071463,0.4243421052631579,0.0,0.0007537869969382,0.0022955681197345,0.0004230674530845,False
w,0.022351967,0.1935935122708053,0.4736842105263158,0.0,0.0012372832279652,0.0044690929353237,0.0005613963585346,False
"i like the mystics anything that's home team? i like who's your favorite out the box? like if you had to do your t, who's your top three? my top three",0.060927194,0.0003417995178325,0.2105263157894737,0.0,0.0014531208435073,0.0008283056668005,0.000364552688552,False
"what teams? your top three teams in the area, n you don't care what the other teams is doing",0.105704986,0.7566957595638891,0.375,0.123,0.0239920075982809,0.0008443450205959,0.0008412259048782,False
"they, if they're in the finals and you have to be there and only pick",0.03599298,0.0032744262667981,0.4736842105263158,0.0,0.0022935322485864,0.0018195490119978,0.0007676990353502,False
these three teams are there and they're in a championship situation,0.028782474,0.0001050315225708,0.4736842105263158,0.0,0.0008643034379929,0.0003930572420358,0.0005227489746175,False
"which one would you wanna go celebrate with? it would probably be my redskins first, then my wizards, and probably i don't know",0.2088965,0.0,0.3421052631578947,0.0,0.001401356072165,0.0006767290178686,0.0005970567581243,False
it's probably be a tie between baseball and hockey,0.029469188,0.9392101748721202,0.4736842105263158,0.0,0.0010789118241518,0.0007894036243669,0.0005149642238393,False
"it'd probably be a tie cause when my capitols win the god damn stanley cup, boy, you, we be the best",0.57027644,0.0004299914234191,0.0,0.091,0.2792590260505676,0.829640805721283,0.8599129319190979,True
"mmhm, okay, well, um, the redskins",0.18253209,0.9820640494384928,0.2105263157894737,0.0,0.0009392679203301,0.0003858709824271,0.0032866671681404,False
"wow, no, i just yeah, yeah, yeah, no cause i'm i",0.032387726,0.97192037084592,0.4210526315789474,0.118,0.0013611497124657,0.0009273866889998,0.0009299908415414,False
i'm a cowboys fan,0.023288755,0.0005546343937344,0.4736842105263158,0.0,0.0121518056839704,0.0006508834776468,0.0005586620536632,False
"yeah, i know you",0.023117077,0.0010670654287968,0.4736842105263158,0.0,0.0009797832462936,0.0004523559473454,0.0005695315776392,False
a y,0.058929358,0.0027671216284106,0.4736842105263158,0.0,0.0022340423893183,0.0025046160444617,0.0004276634426787,False
you is a hater don't worry about it,0.42465788,0.0926171184929633,0.4736842105263158,0.25,0.9262769818305968,0.3169923424720764,0.6261059641838074,False
"yeah, we understand",0.018464668,0.0009839105059896,0.4736842105263158,0.0,0.0007237445097416,0.0003691037127282,0.0004110017325729,False
"no, i'm a cowboys fan man",0.031185975,0.0377485795708562,0.4736842105263158,0.0,0.0040651634335517,0.0017090230248868,0.0019051098497584,False
i don't even you,0.078108564,0.9997729781193468,0.4736842105263158,0.0,0.0425113998353481,0.0216281432658433,0.0016923355869948,False
normally,0.015896274,0.9266958060591148,0.3947368421052631,0.0,0.0011045975843444,0.0006555879372172,0.0003691239398904,False
"i fake like, oh, yeah, i'm a redskins",0.2936093,0.9883078217606716,0.7368421052631579,0.242,0.0042082299478352,0.0064863180741667,0.0937287658452987,False
"no, i just can't stand 'em so we got that out the way",0.19936113,0.9979109933549978,0.4736842105263158,0.0,0.0298620928078889,0.0054012308828532,0.003465817309916,False
"okay, you's a hater",0.42750368,0.9739150458311784,0.2105263157894737,0.418,0.9535136818885804,0.162928819656372,0.3802680373191833,False
we understand that's alright,0.021380141,0.1234679227053831,0.4736842105263158,0.0,0.000581206579227,0.0003443536697886,0.0003633669402915,False
that's okay,0.022351967,0.9509986220722612,0.2105263157894737,0.0,0.0007094019674696,0.000359623983968,0.0005383942043408,False
"well, uh, tell me about you know",0.049898956,0.2244136475170715,0.4736842105263158,0.0,0.0006545178475789,0.0006834900123067,0.0008820535731501,False
"have you ever been to the games? did you go to the games or you? what type of fan are you? are you like a real? yeah, yeah, i done been",0.17173064,0.0999897114410921,0.368421052631579,0.0,0.0074667050503194,0.0110230641439557,0.0090885832905769,False
i done been to every fan game that i like,0.036679696,0.0011636920451914,0.6842105263157894,0.0,0.0008843092946335,0.0006397911929525,0.0007399257738143,False
i done been to one except dc united game,0.034962907,0.8463981936962488,0.6842105263157894,0.0,0.0007056610193103,0.0005479637766256,0.0004049188282806,False
i have not been yet been to a dc united game,0.029469188,0.1422880872794069,0.6842105263157894,0.0,0.000813050835859,0.0013907749671489,0.0004791120009031,False
"and is that dc united ga? oh, the soccer team",0.039598234,0.1909952338817147,0.4736842105263158,0.0,0.000949436915107,0.0010409207316115,0.0017823837697505,False
"yeah, dc united is our soccer team",0.02193547,0.0004099329061971,0.4736842105263158,0.0,0.001383256400004,0.0016889392863959,0.003162627806887,False
"ah, okay, it's called dc united",0.027752401,0.9425417366181376,0.2105263157894737,0.0,0.0007023715297691,0.0010812397813424,0.0007118650246411,False
"when the last time this area dc's had any championships? oh, you tryna be funny",0.045091953,0.0550094552214019,0.4078947368421053,0.0,0.0082422774285078,0.0012104869820177,0.0015477247070521,False
"no, no, sir, i ain't trying to be funny, sir",0.07211506,0.9974427327843082,0.3421052631578947,0.0,0.0021590793039649,0.0018174301367253,0.0010370322270318,False
i'm just as as far as what the basketball,0.03856816,0.752180328036931,0.4210526315789474,0.0,0.0007508897688239,0.0005637314752675,0.0075063132680952,False
f,0.12760067,0.8747499987482055,0.4736842105263158,0.0,0.0161151699721813,0.0315005593001842,0.0130816036835312,False
i'm just saying,0.023632111,0.935280970648637,0.4736842105263158,0.0,0.0008230016683228,0.0003846125910058,0.0005788324633613,False
just like,0.017770508,0.0074422165680848,0.4736842105263158,0.0,0.0129908034577965,0.0004319607978686,0.0005892815534025,False
"what have y'all like? what have y'all done like? oh, the last time last time a trophy rode through washington, dc",0.030155903,0.998210827951213,0.4736842105263158,0.0,0.0009787164162844,0.0012063363101333,0.0015033157542347,False
"like, what would make me? i was probably in about the eighth or ninth",0.034962907,0.0138705391705585,0.4736842105263158,0.0,0.0006860550493001,0.0003826200845651,0.0005609866348095,False
"well, it was ninetytwo, ninetyone or ninetytwo, i believe you know, and i believe you, you t helped celebrate the redskins, and you, you tryna switch like you was a bandwagon at roadway pass and you jumped right on it",0.2299237,0.9807212613606316,0.3233082706766917,0.0,0.0137501619756221,0.0022246576845645,0.0089444499462842,False
"no, sir, cause i remember you wearing redskins stuff a long time ago, right, let me aks you",0.2008281,0.9929591922134088,0.4116541353383459,0.0,0.0891976803541183,0.0260893478989601,0.1723185330629348,False
this,0.035134587,0.0228634609281543,0.4736842105263158,0.0,0.0022365439217537,0.0004711963993031,0.0005406324053183,False
"um, like what have y'all won in this area? you know what? like what? what is like? g",0.03994159,0.9687421539306706,0.4736842105263158,0.0,0.0010308743221685,0.0014354446902871,0.001095020561479,False
"you don't do you have any memories of winning anythingin this area? yeah, i just told you we won the super bowl",0.08689302,0.0138428804722198,0.2543859649122807,0.0,0.0021161867771297,0.0005182239110581,0.0008560470305383,False
"oh, that's the only memory i thought you had more in",0.053335425,0.1025386631645032,0.3421052631578947,0.0,0.0011431642342358,0.0076772542670369,0.0012684749672189,False
"no, we didn't no, our, we just got our nationals, our baseball team cause it was always baltimore orioles",0.030327583,0.0074585197016961,0.4736842105263158,0.0,0.0006972535629756,0.0004743371973745,0.0008573069353587,False
you gotta remember that we just got our baseball team,0.029640866,0.0059287969729939,0.4736842105263158,0.0,0.0009719140361994,0.0005851692403666,0.0008227782673202,False
"i mean, they say we had one like early in the years, but that don't really count for me, cause i wasn't here, but we just got our baseball team and we been in the playoffs every year, and as far do you like um, who? dallas? what's dallas? uh, texas team? what's they called? the rangers or something? texas rangers or something? i don't",0.01999182,0.862114623129968,0.462171052631579,0.0,0.0007063429802656,0.0006410292699001,0.0005271635018289,False
i,0.018187003,0.1365767747048805,0.4736842105263158,0.0,0.0033499409910291,0.0007452693535014,0.0005561164580285,False
i'm i'm noti'm,0.01665985,0.9941265800329472,0.4736842105263158,0.0,0.0288789644837379,0.0130063844844698,0.0006286815623752,False
"i'm not doing an interview, sir",0.038224805,0.9960189357171316,0.4736842105263158,0.0,0.0010760239092633,0.0013675647787749,0.0005322485812939,False
i bet you not,0.027580723,0.2235598938382857,0.4736842105263158,0.0,0.0059033962897956,0.0042149876244366,0.0007894325535744,False
"but um, yeah, so you, i see you a passionate fan",0.112788886,0.0043425050530772,0.5000000000000001,0.0,0.0006381177227012,0.0010862356284633,0.0078228954225778,False
what do you normally do? you don't do you go to the games or you? you just sit here,0.15334547,0.9691207025595504,0.3947368421052631,0.0,0.0115478308871388,0.004412580281496,0.0154855642467737,False
you at your house,0.038224805,0.0007336112078768,0.4736842105263158,0.0,0.0414471440017223,0.004478137474507,0.000863519788254,False
"yeah, we go",0.026722329,0.0013935453658685,0.4736842105263158,0.0,0.0008702392806299,0.000501147005707,0.0005755882593803,False
"yeah, we go to the games",0.030842619,0.001566173793431,0.4736842105263158,0.0,0.0009882372105494,0.000646713131573,0.0004566993156913,False
i mean it's not it's which is a nice house,0.02397547,0.0536291133074343,0.3980263157894737,0.0,0.0008287974633276,0.0005657845176756,0.0009277345379814,False
"yeah, and it's better to sit at the house, because when you sit at the house, you can do the things you enjoy, but the games are nice too",0.05373499,0.0067717017657932,0.2105263157894737,0.0,0.0009539202437736,0.0004902558284811,0.0004681268183048,False
"the games are nice cause you can be around, y'all fans",0.035306264,0.0090902636851543,0.1578947368421052,0.0,0.0007989366422407,0.0007613846100866,0.0010065655224025,False
y'all all from the same state,0.05373499,0.1684482683389687,0.4736842105263158,0.0,0.0019329222850501,0.0011141840368509,0.0011454260675236,False
you know what i'm saying,0.043375164,0.0892454993217658,0.4736842105263158,0.0,0.0014801901997998,0.0004246987227816,0.0008275076979771,False
"mmhm, you all putting on for where you grew up at? you know, you don't just vote for somebody else",0.11794081,0.9996430895338292,0.4736842105263158,0.0,0.0015182550996541,0.0011740134796127,0.0031768265180289,False
"you never really been around there, never seen them before",0.023117077,0.990734485079682,0.5263157894736842,0.0,0.0011194966500625,0.0005112467333674,0.0008490296313539,False
"you don't just vote for people you don't even know of, you know like that",0.13386416,0.9834049896291804,0.4736842105263158,0.0,0.0030097039416432,0.0093761179596185,0.0030696720350533,False
we don't do stuff like that around here,0.04268845,0.9894980697328242,0.4736842105263158,0.232,0.0008258581510744,0.0006376814562827,0.0009017392876558,False
that's not what we do,0.02517722,0.9997390604483236,0.4736842105263158,0.0,0.001438979874365,0.0004490444262046,0.0004220507980789,False
we don't do that,0.020963646,0.9998537486716076,0.4736842105263158,0.0,0.0009929309599101,0.0004348613147158,0.0004488310660235,False
">laugh> you know, how could you vote for somebody else? you never seen you know you",0.11343288,0.0136940957501217,0.4736842105263158,0.0,0.0046524945646524,0.0026510502211749,0.0032624404411762,False
you don't even talk their language,0.16151784,0.9999406887826572,0.4736842105263158,0.0,0.0062368419021368,0.0065412945114076,0.0012400663690641,False
"i mean, we a guy down in texas",0.082104236,0.8804334737966022,0.5968567251461989,0.0,0.0006808621692471,0.0025083725340664,0.0008651060052216,False
"he gonna say hey, buddy, how you doing? that's how i need you to talk",0.07011723,0.1361526249893001,0.4736842105263158,0.0,0.0007782703032717,0.009469517506659,0.0129198534414172,False
if you like the cowboys,0.03358948,0.013718148088009,0.4736842105263158,0.0,0.0595469251275062,0.0004807133809663,0.0009674291941337,False
"ah, that's funny, so i see that you are a passionate fan",0.09387396,0.000977860165728,0.4210526315789474,0.0,0.0006105053471401,0.000728165206965,0.0064765382558107,False
so let me leave that alone,0.08581903,0.99983327288954,0.4736842105263158,0.464,0.0029527379665523,0.001681440975517,0.0055265487171709,False
but i will share with you this,0.04234509,0.0078393036779631,0.4736842105263158,0.0,0.0006650412688031,0.0004350126546341,0.0004683140141423,False
i do like the um,0.043375164,0.1816155076122222,0.4736842105263158,0.0,0.0011514883954077,0.0004361750907264,0.0005243748892098,False
washington wizards,0.031529333,0.0012586496022035,0.4736842105263158,0.0,0.0009908005595207,0.0004964947584085,0.0008534225053153,False
i will sh,0.103539884,0.0194070177747671,0.4736842105263158,0.0,0.708779513835907,0.2249411940574646,0.7824064493179321,False
w,0.025520578,0.1935935122708053,0.4736842105263158,0.0,0.0012372832279652,0.0059349364601075,0.0013956876937299,False
so we do have that in common,0.034791227,0.0188532179107239,0.6315789473684211,0.0,0.0006767513114027,0.00033557129791,0.0005617158603854,False
"yes, yes, and we that",0.021657806,0.0023905997144954,0.4736842105263158,0.0,0.0007393273408524,0.0004298549902159,0.0005201618769206,False
that's a good thing cause we have wall star and we have bb,0.06252546,0.0078610610591993,0.1052631578947368,0.0,0.0014086263254284,0.0006988135282881,0.0003603417426347,False
we have otto,0.047495455,0.0032203010553939,0.4736842105263158,0.0,0.0010560085065662,0.0004676771932281,0.0003976778243668,False
"we got oubre, we got nene and we got gortat",0.017562259,0.0003855527173598,0.4736842105263158,0.0,0.0209307800978422,0.0007141869282349,0.0009135485743172,False
"now, speaking of that when we next year when we get kd, and what's kd? see, you keep talking about our championships",0.036508016,0.098522041955861,0.4736842105263158,0.0,0.0005928429891355,0.0005745484959334,0.0011028780136257,False
"when was the last time we brung something home? when we do bring some home, don't be trying to go party",0.027580723,0.0006976668218891,0.4736842105263158,0.0,0.0051479907706379,0.0033630339894443,0.0609029531478881,False
"i need you to fly down to dallas, and and share they teams with them, man, we don't alright",0.1008549,0.0094291721536993,0.304093567251462,0.083,0.0006894423277117,0.0026308691594749,0.0074059576727449,False
"so the wizards like what is wrong with the wizards? do you think it's the tea? the team? do you think it's the coach? think it's the general manager? think it's a collective of things, like what's going on with the washington wizards? i think they're doing pretty good man",0.05133759,0.948944427237237,0.4078947368421053,0.051,0.0006983122439123,0.0008186241029761,0.0026075653731822,False
they just need another key piece like you know,0.036679696,0.0250556512085539,0.4736842105263158,0.0,0.0067876330576837,0.0014510017354041,0.0012116479920223,False
their defense is on point,0.039254878,0.0311568381720557,0.4736842105263158,0.0,0.0014236979186534,0.0007645232835784,0.0005807904526591,False
"you know, you just have your off nights and your on nights",0.08689302,0.0127048502150344,0.4736842105263158,0.0,0.0784363150596618,0.0025751977227628,0.0027543485630303,False
